id,date,words
202,2016.12.21,"高知,県,中土佐,町,BIM,庁舎,基本,設計,業務,公募,型,プロポーザル,二,次,審査,審査,委員,会,開催,最優秀,者,梓,設計,決定,プロポーザル,著名,建築,家,事務所,大手,組織,事務所,設計,事務所,4,社,技術,提案,書,提出,一,次,審査,書類,審査,二,次,審査,公開,プレゼンテーション,ヒアリング,梓,設計,最優秀,者,特定,サイト,既報,とおり,発注,者,高知,県,中土佐,町,プロポーザル,BIM,設計,図,作成,指定,地方,公共,団体,実施,公募,型,プロポーザル,指定,全国,試み,地方,公共,団体,同様,公募,型,プロポーザル,今後,見込み,今回,プロジェクト,BIM,よう,メリット,注目,庁舎,完成,2020,年,3,月,予定,"
203,2017.01.06,"安井,建築,設計,事務所,同社,BIM,デベロップメント,デザイン,スタジオ,活動,記録,取り組み,紹介,Web,サイト,D,²,Studio,開設,スタジオ,最新,ICTBIM,技術,駆使,デザイン,開発,実践,BIM,メリット,明確,化,共有,化,BIM,クライアント,社会,認知,よう,活動,現在,東京,7,名,大阪,6,名,設計,部員,構成,BIM,主,設計,プロセス,実践,もと,BIM,プロジェクト,多彩,切り口,今回,開設,D,²,Studio,サイト,社会,クライアント,BIM,姿,づくり,同社,ICTBIM,デジタル,デザイン,取り組み,プロジェクト,フェーズ,開発,設計,支援,ツール,ビジュアル,イメージ,紹介,サイト,内容,D,²,StudioWeb,サイト,閲覧,"
204,2017.01.10,"竹中工務店,企画,アフターサービス,BIM,活用,全社,的,推進,展開,強化,目的,BIM,推進,室,1,月,1,日,付,設置,同社,設計,生産,段階,中心,プロジェクト,BIM,活用,BIM,関連,人材,育成,はじめ,基盤,整備,今回,新た,設置,BIM,推進,室,設計,本部,生産,本部,独立,セクション,設置,BIM,推進,室,設置,同社,顧客,付加,価値,サービス,向上,設計,施工,プロセス,抜本,的,変革,生産,性,向上,方針,今回,機構,改革,同社,グループ,CSR,ビジョン,2025,年,グループ,成長,戦略,実現,一環,位置付け,同社,組織,図,同社,Web,サイト,掲載,"
205,2017.01.12,"国土,交通省,1,月,12,日,平成,28,年,11,月,分,建設,工事,受注,動態,統計,調査,公表,国土,交通省,総合,政策,局,発表,資料,平成,28,年,11,月,分,建設,工事,受注,総額,6,兆,7,,,988,億,円,比,3,.,2,%,増,前月,減少,増加,受注,者,別,請受注,高,4,兆,2,,,879,億,円,比,1,.,9,%,減,2,連続,減少,下請,受注,高,2,兆,5,,,109,億,円,13,.,3,%,増,前月,減少,増加,請受注,高,うち,公共,機関,受注,高,9,,,707,億,円,比,12,.,8,%,減,民間,等,受注,高,3,兆,3,,,173,億,円,1,.,8,%,増,3,連続,増加,工事,種類,別,建築,工事,2,兆,8,,,435,億,円,比,1,.,8,%,減,2,連続,減少,土木,工事,1,兆,775,億,円,0,.,6,%,増,前月,減少,増加,機械,装置,等,工事,3,,,669,億,円,9,.,2,%,減,4,連続,減少,"
206,2017.01.17,"一般,社団,法人,日本,建築,学会,情報,システム,技術,委員,会,設計,･,生産,情報,化,委員,会,BIM,日,2017,シンポジウム,2,月,21,日,(,火,),開催,3,回,目,今回,BIM,組織,マネジメント,建築,生産,テーマ,BIM,組織,マネジメント,方法,建築,生産,プロセス,パネル,ディスカッション,前川,國男,建築,設計,事務所,中田,準一,氏,鹿島建設,安井,好広,氏,ら,パネリスト,講演,こ,ほか,昨年,BIM,活用,コンペ,Build,Live,Japan,2016,題材,BIM,プロジェクト,課題,可能,性,議論,IPD,コラボレーション,研究,WG,成果,報告,講演,会場,建築会館ホール,(,東京,港,区,),参加,費,有料,先着,200,名,事前,申し込み,制,申込,フォーム,申し込み,必要,上記,シンポジウム,情報,申し込み,方法,日本,建築,学会,Web,サイト,掲載,"
207,2017.01.24,"大成建設,ヘッドマウントディスプレイ,以下,HMD,遠隔,地,搭乗,感覚,重機,操縦,臨場,型,映像,システム,TiROBO,Remote,Viewer,開発,システム,重機,側,設置,魚,眼,カメラ,一,度,前方,220,度,広域,映像,取得,リアルタイム,重機,側,映像,HMD,表示,魚,眼,カメラ,臨場,感,再現,ステレオ,方式,採用,重機,側,取得,球面,映像,操縦,者,側,平面,映像,変換,HMD,表示,重機,先端,アタッチメント,正確,位置,移動,HMD,内,表示,映像,操縦,者,方向,HMD,連動,移動,方向,映像,確認,効率,的,作業,可能,同社,今後,遠隔,安全,効率,的,作業,建設,現場,システム,適用,機能,操作,性,向上,方針,"
208,2017.01.30,"竹中工務店,同社,グループ,会社,アサヒファシリティズ,連携,建物,竣工,後,BIM,モデル,活用,建築,設備,管理,運用,必要,情報,化,手法,構築,従来,建築,設備,管理,運用,数,バルブ,スイッチ,場所,影響,範囲,操作,手順,複数,二,次元,図面,必要,手間,時間,課題,手法,配管,系統,電源,回路,バルブ,影響,範囲,化,属性,(,管理,運用,必要,情報,),BIM,モデル,構築,配管,漏水,時,何,影響,どこ,バルブ,対応,メンテナンス,時,ブレーカー,選択,直観,的,短時間,設備,機能,把握,可能,管理,者,迅速,対応,ヒューマン,エラー,防止,今後,同社,施工,段階,同様,手法,系統,表示,システム,化,施工,管理,試験,調整,取扱,説明,活用,方針,"
209,2017.02.01,"国土,交通省,1,月,31,日,2016,年,(,1,月,～,12,月,),建築,着工,統計,調査,公表,国土,交通省,総合,政策,局,発表,資料,2016,年,年間,新設,住宅,着工,戸数,96,万,7,,,237,戸,比,6,.,4,%,増,2,年,連続,増加,3,年,95,万,戸,以上,利用,関係,別,持家,29,万,2,,,287,戸,比,3,.,1,%,増加,貸家,41,万,8,,,543,戸,比,10,.,5,%,増,分譲,住宅,25,万,532,戸,比,3,.,9,%,増加,分譲,住宅,内訳,マンション,11,万,4,,,570,戸,0,.,9,%,減少,一,戸,建,住宅,13,万,3,,,739,戸,8,.,2,%,増加,持家,貸家,分譲,住宅,3,増加,2009,年,以降,8,年間,中,2,回,目,95,万,戸,以上,"
210,2017.02.06,"国土,交通省,ICT,活用,下水道,事業,質,効率,性,向上,情報,化,iGesuido,推進,下水道,BIMCIM,モデル,事業,募集,開始,iGesuido,iConstruction,一環,取り組み,老朽,化,施設,増加,激甚,化,災害,対応,下水道,事業,さまざま,課題,対応,BIMCIM,ストック,マネジメント,処理,場,運転,管理,浸水,対策,4,分野,中心,施策,展開,下水道,事業,ICT,普及,推進,そ,中,施策,1,下水道,BIMCIM,図面,3,D,化,情報,化,意思,決定,迅速,化,設計,ミス,減少,業務,効率,化,期待,今回,そ,効果,検証,業務,事業,者,募集,対象,工事,下水,処理,場,ポンプ,場,土木,機械,電気,増設,工事,機械,電気,改築,工事,募集,対象,地方,公共,団体,3,D,モデル,作成,技能,機関,共同,事業,体,応募,期限,2,月,27,日,"
211,2017.02.07,"スターツ,コーポレーション,同社,グループ,スターツ,CAM,スターツファシリティーサービス,BIM,データ,蓄積,構築,ビッグ,データ,有効,活用,コンサルティング,ビジネス,開始,3,社,開発,BIMFM,システム,活用,コンサルティング,サービス,BIMFM,Platform,ビル,オーナー,設計,事務所,建設,会社,対象,さまざま,コンサルティング,システム,データ,マイニング,(,自動,抽出,),技術,導入,設計,施工,データ,同一,性,BIM,データ,FM,活用,スムーズ,データ,変換,分析,可能,サービス,新築,建物,既存,建物,適用,可能,建物,ライフサイクル,コスト,把握,削減,エネルギー,計算,建物,性能,把握,分析,実現,同社,BIMFMPlatform,蓄積,ビッグ,データ,元,新た,ビジネス,展開,視野,"
212,2017.02.08,"公益社,団,法人,日本,建築,家,協会,2016,年度,日本,建築,家,協会,優秀,建築,選,公開,審査,会,2,月,25,日,(,土,),開催,同日,年度,JIA,日本,建築,大賞,JIA,優秀,建築,賞,決定,運び,賞,総合,的,水準,作品,公募,建築,高度,見識,建築,家,中心,審査,委員,会,日本,建築,家,協会,優秀,建築,選,2016,選定,そ,中,建築,文化,向上,寄与,芸術,技術,両面,総合,的,価値,発揮,建築,JIA,日本,建築,大賞,2016,選定,2016,年度,審査,委員,委員,長,首都,大学,東京,名誉,教授,深尾,精一,氏,建築,家,西沢,立,衛,氏,ら,5,名,構成,1,月,現地,審査,川島,克也,氏,近藤,彰宏,氏,中島,究,氏,髙木研,作,氏,(,いずれ,日建,設計,),河野,豊,氏,(,宏,設計,事務所,),熊本,県立,熊本,森,支援,学校,小堀,哲夫,氏,(,小堀,哲夫,建築,設計,事務所,),ROKI,Global,Innovation,Center,ROGIC,"
213,2017.02.09,"公益社,団,法人,日本,ファシリティ,マネジメント,協会,(,以下,JFMA,),ファシリティ,マネジメント,フォーラム,2017,2,月,22,日,(,水,)～,24,日,(,金,),開催,イベント,我が国,FM,普及,定着,目的,2007,年,毎年,開催,FM,大会,今回,設立,30,周年,記念,FM,思考,社会,経営,課題,解決,テーマ,プログラム,木,時代,隈,研,吾,氏,(,建築,家,東京大学,教授,),基調,講演,樋口,泰行,氏,(,日本,マイクロソフト,会長,),川元,茂,氏,(,国土,交通省,官庁,営繕,部長,),特別,講演,ほか,内容,講演,シンポジウム,構成,現在,セミナー,展示,会,参加,費,無料,事前,登録,受付,期限,2,月,21,日,(,火,),12,:,00,会場,東京,江戸川,区,タワー,ホール,船堀,フォーラム,情報,申し込み,方法,JFMAWeb,サイト,掲載,"
214,2017.02.13,"国土,交通省,2,月,10,日,平成,28,年,12,月,分,建設,工事,受注,動態,統計,調査,公表,国土,交通省,総合,政策,局,発表,資料,平成,28,年,12,月,分,建設,工事,受注,総額,7,兆,3,,,825,億,円,比,2,.,9,%,増,2,連続,増加,受注,者,別,請受注,高,4,兆,9,,,994,億,円,比,3,.,9,%,増,3,増加,下請,受注,高,2,兆,3,,,830,億,円,1,.,0,%,増,2,連続,増加,請受注,高,うち,公共,機関,受注,高,1,兆,4,,,087,億,円,比,13,.,5,%,増加,民間,等,受注,高,3,兆,5,,,907,億,円,0,.,5,%,増,4,連続,増加,工事,種類,別,建築,工事,3,兆,2,,,129,億,円,比,0,.,9,%,減,3,連続,減少,土木,工事,1,兆,2,,,361,億,円,5,.,8,%,増,2,連続,増加,機械,装置,等,工事,5,,,504,億,円,36,.,2,%,増,5,増加,"
215,2017.02.14,"FabCafe,Global,YouFab,Global,Creative,Awards,2016,グランプリ,はじめ,受賞,作品,発表,アワード,デジタルファブリケーション,領域,挑戦,表彰,世界,31,ヵ国,196,作品,応募,作品,CAD,ソフト,3,D,プリンターレーザーカッター,デジタル,フィジカル,双方,利用,づくり,対象,GRAND,PRIZE,(,グランプリ,),視覚,的,文字,情報,音声,変換,文字,困難,人,行為,サポート,スマート,グラス,FIRST,PRIZE,(,グランプリ,),シャボン,玉,動き,音,映像,呼応,アート,作品,作品,日本,応募,こ,ほか,ファイナリスト,21,作品,発表,ら,受賞,作品,3,月,8,日,～,3,月,19,日,渋谷,ヒカリエ,(,東京,渋谷,),展示,情報,YouFab,Global,Creative,Awards,2016,Web,サイト,掲載,"
216,2017.02.14,"慶應義塾,大学,SFC,研究所,デジタル,コンストラクション,コンソーシアム,(,以下,DCC,),説明,会,3,月,3,日,(,金,),慶應義塾,大学,三田,キャンパス,開催,DCC,BIM,デジタルファブリケーション,普及,デジタル,情報,技術,デザイン,段階,部品,生産,施工,段階,総合,的,新た,イノベーション,可能,性,期待,中,技術,革新,建築,方向,性,デジタル,コンストラクション,そ,国際,的,動向,最新,情報,交換,人材,ネットワーク,づくり,社会,情報,発信,コンソーシアム,慶應義塾,大学,SFC,研究所,事務,局,結成,設計,事務所,ゼネコン,はじめ,建設,プロパーメーカー,ICT,ベンダー,学術,機関,さまざま,立場,新規,会員,現在,募集,3,月,3,日,説明,会,参加,費,無料,DCC,詳細,上記,説明,会,情報,こちら,Web,サイト,掲載,"
217,2017.02.15,"国土,交通省,2016,年,建設,工事,受注,動態,統計,調査,公表,国土,交通省,総合,政策,局,発表,資料,2016,年,建設,業者,受注,高,86,兆,3,,,986,億,円,比,5,.,7,%,増加,受注,者,別,請受注,高,比,4,.,6,%,増加,下請,受注,高,8,.,0,%,増加,請受注,高,うち,公共,機関,受注,高,比,3,.,4,%,増加,民間,等,受注,高,5,.,0,%,増加,請受注,高,工事,種類,別,建築,工事,比,3,.,6,%,増,土木,工事,8,.,4,%,増,機械,装置,等,工事,0,.,4,%,増,2011,年,41,兆,円,縮小,建設,市場,一見,そ,倍,市場,よう,2013,年,建設,工事,受注,動態,統計,調査,推計,方法,変更,部分,2012,年,回答,業者,実績,変更,2012,年,推計,方法,2016,年,受注,高,公表,比,元,算出,60,兆,6,,,700,億,円,"
218,2017.02.16,"公益社,団,法人,日本,ファシリティ,マネジメント,協会,(,以下,JFMA,),2,月,22,日,(,水,)～,24,日,(,金,),ファシリティ,マネジメント,フォーラム,2017,開催,今回,11,回,目,イベント,我が国,FM,普及,定着,目的,2007,年,毎年,開催,FM,大会,設立,30,周年,いま,大会,通称,JFMA,フォーラム,ファシリティ,マネジメント,フォーラム,名称,今回,FM,思考,社会,経営,課題,解決,テーマ,プログラム,BIM,ICT,はじめ,FM,戦略,CRE,環境,エネルギーワークプレイス・,方,さまざま,技術,手法,切り口,カテゴリー,BIM,ICT,カテゴリー,協会,BIM,FM,研究,部会,部会,長,猪,里,孝司,氏,(,大成建設,),FM,BIM,活用,ファシリティ,マネジャー,役割,講演,日本,設計,"
219,2017.02.23,"エコ,ライフ,エンジニアリング,AI,(,人工,知能,),居住,者,行動,解析,家,全体,IoT,化,AI,スマートホームシステム,キャスパー,.,AI,国内,販売,6,月頃,開始,発表,キャスパー,.,AI,スタンフォード,大学,教授,ら,2015,年,米国,設立,Brain,of,Things,開発,システム,部屋,設置,モー,ション,スイッチ,オーディオ,各種,センサー,居住,者,行動,データ,収集,データ,AI,解析,居住,者,行動,学習,居住,者,行動,嗜好,予測,住居,内,機器,最適,動作,命令,自動,化,実現,センシング,データ,機械,学習,解析,音声,認識,ディープラーニング,最適,動作,AI,人間,どちら,ゲーム,理論,判断,IoT,製品,メーカー,間,連動,課題,システム,1,プラットフォーム,家電,製品,機器,接続,制御,可能,家,全体,IoT,化,可能,"
220,2017.03.01,"公益社,団,法人,日本,建築,家,協会,(,略称,:,JIA,),JIA,日本,建築,大賞,2016,JIA,優秀,建築,賞,2016,受賞,作品,3,月,1,日,発表,注目,JIA,日本,建築,大賞,小堀,哲夫,氏,(,小堀,哲夫,建築,設計,事務所,),ROKI,GlobalInnovation,Center,ROGIC,JIA,優秀,建築,賞,川島,克也,氏,近藤,彰宏,氏,中島,究,氏,髙木研,作,氏,(,いずれ,日建,設計,),河野,豊,氏,(,宏,設計,事務所,),熊本,県立,熊本,森,支援,学校,受賞,賞,総合,的,水準,作品,公募,建築,高度,見識,建築,家,中心,審査,委員,会,建築,文化,向上,寄与,芸術,技術,両面,総合,的,価値,発揮,建築,JIA,日本,建築,大賞,選定,2016,年度,審査,委員,委員,長,首都,大学,東京,名誉,教授,深尾,精一,氏,建築,家,西沢,立,衛,氏,ら,5,名,受賞,作品,公開,審査,決定,"
221,2017.03.07,"竹中工務店,奈良,市,薬師寺,食堂,(,じき,),復興,事業,意匠,構造,骨組,設備,細部,モデル,化,設計,施工,一貫,BIM,適用,建造,物,白鳳,時代,木造,寺院,建築,外観,復元,内部,伝統,木造,建築,意匠,建築,家,伊東,豊雄,氏,現代,的,意匠,融合,空間,本年,5,月,竣工,予定,同社,遺構,調査,現存,時期,建造,物,参考,作成,復元,図,基,大工,作図,技法,規矩,術,BIM,モデル,作成,プロセス,組み込み,寺院,建築,特有,曲面,屋根,部材,細部,モデル,化,構造,上,軒,懐,寺院,建築,伝統,様式,鉄骨,部材,検討,課題,BIM,軒,懐,鉄骨,木造,寺院,建築,曲面,屋根,再現,BIM,活用,建築,主,監修,者,設計,者,工事,担当,者,堂宮,大工,施工,確認,活発,情報,交換,伝統,技術,現代,技術,融合,実現,生産,性,向上,寄与,"
222,2017.03.13,"国土,交通省,3,月,10,日,平成,29,年,1,月,分,建設,工事,受注,動態,統計,調査,公表,国土,交通省,総合,政策,局,発表,資料,平成,29,年,1,月,分,建設,工事,受注,総額,5,兆,6,,,267,億,円,比,7,.,1,%,減,3,減少,受注,者,別,請受注,高,3,兆,6,,,444,億,円,比,6,.,3,%,減,前月,増加,減少,下請,受注,高,1,兆,9,,,823,億,円,8,.,5,%,減,3,減少,請受注,高,うち,公共,機関,受注,高,8,,,553,億,円,比,7,.,5,%,減,民間,等,受注,高,2,兆,7,,,891,億,円,5,.,9,%,減,5,減少,工事,種類,別,建築,工事,2,兆,3,,,104,億,円,比,7,.,0,%,減,4,連続,減少,土木,工事,9,,,370,億,円,5,.,1,%,減,3,減少,機械,装置,等,工事,3,,,970,億,円,4,.,8,%,減,前月,増加,減少,"
223,2017.03.16,"日建,設計,創業,以来,蓄積,設計,監理,技術,ノウハウ,社内,向け,手引,書,総合,図,手引,提出,書類作成,要領,Web,サイト,公開,開始,今回,書,公開,多様,化,高度,化,複合,化,現代,建築,工事,段階,同社,知識,ノウハウ,建設,業界,活用,建築,づくり,品質,向上,建築,文化,向上,狙い,総合,図,手引,合図,方,勘所,総合,的,総合,図,目的,作成,方法,運用,留意,点,網羅,効率,的,総合,図,作成,可能,提出,書類作成,要領,工事,施工,段階,完成,引き渡し,後,工事,受注,者,作成,書類,種類,内容,体裁,総合,的,視点,標準,化,同社,今後,定期,的,内容,改訂,しそ,都度,Web,サイト,上,公開,方針,書,同社,Web,サイト,無料,ダウンロード,可能,"
224,2017.03.23,"一般,社団,法人,パッシブハウス・ジャパン,(,以下,PHJ,),住宅,年間,暖房,負荷,大幅,削減,デザイン,性,快適,性,住宅,選出,エコ,ハウス,アワード,2017,受賞,作品,発表,アワード,今回,2,回,目,一,次,審査,通過,17,ノミネート,作品,森,みわ,氏,(,PHJ,代表,理事,),ら,審査,員,6,名,審査,ほか,Facebook,人気,投票,当日,会場,投票,選出,最優秀,賞,倉敷,家,受賞,作品,コスト,バランス,さ,国産,標準,仕様,樹脂,サッシ,換気,システム,どこ,手,素材,部材,構成,年間,暖房,負荷,8,.,03,kWh,㎡,a,実現,ウェブ,人気,賞,出窓,リノベーション,年間,暖房,負荷,3,分,1,実現,暮らし,かた,冒険,家,札幌,家,受賞,上記,2,作品,ノミネート,作品,詳細,アワード,Web,サイト,掲載,"
225,2017.03.29,"竹中工務店,地震,火災,連鎖,発生,想定,複数,災害,予測,避難,行動,解析,結果,統合,リアル,再現,災害,事象,統合,VR,システム,maXim,(,マキシム,),開発,システム,建物,BIM,データ,活用,災害,事象,解析,結果,3,D,モデル,内,時間,経過,統合,化,それ,ドーム,型,スクリーン,VR,ゴーグル,VR,デバイス,可視,化,プロセス,中,人,避難,行動,解析,計画,地,周辺,都市,モデル,追加,ハザード,情報,災害,シナリオ,作成,従来,災害,ごと,専門,家,個別,災害,避難,解析,可視,化,システム,複数,解析,結果,一,映像,内,確認,誰,容易,複雑,災害,事象,リアル,把握,上,建物,設計,避難,計画,可能,今後,同社,まち,づくり,都市,計画,災害,対策,応用,検討,ビジュアル,BCP,コミュニケーション,ツール,システム,活用,方針,"
226,2017.04.04,"大林,組,リニューアル,工事,完成,イメージ,タブレット,上,確認,AR,(,拡張,現実,),技術,使用,アプリ,FutureShot,開発,アプリ,AR,技術,タブレット,上,工事,完成,イメージ,容易,作成,図面,上,サイズ,デザイン,調整,部材,3,D,モデル,配置,カメラ,映像,とそ,場,さまざま,イメージ,短時間,容易,確認,可能,部材,モデル,位置,材質,自由,顧客,さまざま,イメージ,提示,顧客,合意,形成,効果,的,BIM,ソフト,作成,部材,モデル,使用,可能,工事,活用,特長,アプリ,試験,導入,耐震,補強,工事,設計,段階,初期,検討,従来,2,週間,3,日間,短縮,今後,同社,次世代,型,ウェアラブルディスプレイ,アプリ,連携,施工,管理,高度,化,技術,活用,方針,"
227,2017.04.06,"鹿島建設,BIM,専門,会社,株式会社,グローバル,BIM,4,月,5,日,設立,同社,鹿島建設,施工,部門,建築,管理,本部,中心,設立,鹿島建設,BIM,情報,可視,化,一元化,メリット,最大限,施工,現場,施工,現場,積極,的,BIM,導入,生産,性,品質,向上,実績,会社,グローバル,BIM,鹿島建設,施工,段階,BIM,活用,ノウハウ,実績,ベース,建設,会社,施主,設計,事務所,対象,IPD,(,Integrated,Project,Delivery,),BIM,コンサルティング,BIM,モデリング,鹿島建設,BIM,ノウハウ,国内,海外,提供,日本,BIM,サービス,プロバイダー,同社,鹿島建設,開発,BIM,進捗,管理,ソフト,施工,計画,システム,社外,販売,予定,"
228,2017.04.11,"国土,交通省,4,月,10,日,平成,29,年,2,月,分,建設,工事,受注,動態,統計,調査,公表,国土,交通省,総合,政策,局,発表,資料,平成,29,年,2,月,分,建設,工事,受注,総額,6,兆,4,,,492,億,円,比,1,.,8,%,増,前月,減少,増加,受注,者,別,請受注,高,4,兆,4,,,056,億,円,比,6,.,9,%,増,前月,減少,増加,下請,受注,高,2,兆,435,億,円,7,.,6,%,減,2,連続,減少,請受注,高,うち,公共,機関,受注,高,1,兆,1,,,988,億,円,比,12,.,1,%,増加,民間,等,受注,高,3,兆,2,,,068,億,円,5,.,1,%,増,前月,減少,増加,工事,種類,別,建築,工事,2,兆,7,,,355,億,円,比,4,.,1,%,増,5,増加,土木,工事,1,兆,2,,,029,億,円,11,.,3,%,増,前月,減少,増加,機械,装置,等,工事,4,,,672,億,円,13,.,1,%,増,前月,減少,増加,"
229,2017.04.14,"日本,設計,米国,オート,デスク,BIM,データ,建物,完成,後,維持,管理,段階,有効,活用,仕組み,開発,今後,主要,取り組み,一つ,推進,発表,両社,2014,年,9,月,次世代,BIM,実現,パートナーシップ,締結,BIM,ソフト,FM,システム,直接,連携,従来,高度,プログラム,開発,必要,今回,開発,仕組み,Autodesk,Revit,モデル,データ,クラ,ウド,上,開発,プラットフォーム,Autodesk,Forge,利用,容易,BIMFM,連携,実現,Revit,既存,さまざま,FM,システム,連携,実現,仕組み,3,D,形状,複雑,化,データ,操作,性,迅速,作業,FM,システム,3,D,活用,可能,インデックス,BIM,活用,直感,的,FM,データ,アクセス,FM,システム,活用,幅,広がり,期待,"
230,2017.04.17,"一般,社団,法人,日本,建築,学会,2017,年,日本,建築,学会,賞,4,月,14,日,(,金,),発表,大賞,室内,空気,浄化,換気,設計,研究,空気,環境,教育,社会,貢献,楢崎,正也,氏,(,大阪大学,名誉,教授,),鉄骨,構造,合成,構造,研究,発展,功績,松井,千秋,氏,(,九州大学,名誉,教授,),2,名,受賞,注目,学会,賞,(,作品,),直島,ホール,(,直島,町民,会館,),三,分,一,博志,氏,(,三,分,一,博志,建築,設計,事務所,代表,),ROKI,Global,Innovation,Center,ROGIC,小堀,哲夫,氏,(,小堀,哲夫,建築,設計,事務所,代表,取締役,),2,作品,受賞,直島,ホール,(,直島,町民,会館,),禁欲,的,装飾,排除,空間,建築,原点,強烈,存在,感,点,評価,ROKI,Global,Innovation,Center,ROGIC,低層,型,ワークプレイス,在り方,完成,度,作品,点,評価,賞,情報,団体,トレンド,紹介,"
231,2017.04.17,"一般,社団,法人,日本,建築,学会,2017,年,日本,建築,学会,賞,4,月,14,日,(,金,),発表,大賞,室内,空気,浄化,換気,設計,研究,空気,環境,教育,社会,貢献,楢崎,正也,氏,(,大阪大学,名誉,教授,),鉄骨,構造,合成,構造,研究,発展,功績,松井,千秋,氏,(,九州大学,名誉,教授,),2,名,それぞれ,受賞,大賞,建築,学術,技術,芸術,発展,途上,長年,業績,貢献,学会,個人,会員,対象,注目,学会,賞,(,作品,),直島,ホール,(,直島,町民,会館,),三,分,一,博志,氏,(,三,分,一,博志,建築,設計,事務所,代表,),ROKI,Global,Innovation,Center,ROGIC,小堀,哲夫,氏,(,小堀,哲夫,建築,設計,事務所,代表,取締役,),2,作品,受賞,"
232,2017.04.19,"一般,社団,法人,buildingSMART,Japan,(,以下,bSJ,),設備,環境,小,委員,会,1,回,設備,IFC,セミナー,BIM,設備,業界,最新,動向,将来,展開,5,月,17,日,(,水,),開催,セミナー,BIM,ソフト,使用,設計,者,建物,所有,者,施工,者,維持,管理,者,IFC,データ,連携,効果,BIM,運用,解説,設備,BIM,高度,応用,事例,紹介,将来,展望,考察,講演,者,日本,設計,日建,設計,大林組,鹿島建設,清水建設,大成,建設,竹中工務店,須賀,工業,東洋熱工業,設備,担当,者,予定,プログラム,設備,BIM,最新,事例,設計,施工,FM,応用,事例,紹介,パネル,ディスカッション,構成,会場,新宿,パーク,タワー,(,東京,新宿,区,)。,参加,費,1,,,000,円,定員,130,名,申込,締切,日,5,月,10,日,申し込み,フォーム,申し込み,必要,上記,セミナー,情報,申し込み,方法,bSJWeb,サイト,掲載,"
233,2017.04.24,"大成建設,BIM,データ,活用,建築,物,影響,風,熱,光,音,環境,要素,解析,モデル,短時間,自動,作成,システム,TBIM,Environment,開発,システム,BIM,データ,自動,抽出,建物,形状,部材,情報,共通,データ,環境,要素,解析,仕組み,複数,環境,要素,相互,作用,分析,可能,BIM,デザイン,任意,解析,結果,迅速,可視,化,3,D,表示,複雑,形状,建物,建物,空間,環境,性能,視覚,的,把握,評価,従来,環境,要素,ごと,専用,ソフト,解析,モデル,個別,作成,多く,時間,解析,モデル,作成,時間,大幅,短縮,従来,同一,期間,複数,条件,検討,実現,複雑,広域,形状,建物,解析,モデル,作成,期間,最大,8,割,短縮,今後,同社,さまざま,建設,計画,建物,空間,総合,的,環境,性能,確認,評価,顧客,合意,形成,促進,システム,積極,的,活用,方針,"
234,2017.04.26,"一般,社団,法人,日本,建築,学会,情報,システム,技術,委員,会,40,回,情報,･,システム,･,利用,･,技術,シンポジウム,12,月,14,日,～,12,月,15,日,開催,論文,報告,応募,要領,公開,シンポジウム,毎年,12,月,建築,会館,開催,今年,40,年,目,委員,会,建築,都市,情報,情報,システム,技術,調査,研究,コンピュータ,有効,利用,普及,建築,界,発展,向上,寄与,目的,委員,会,情報,化,時代,建築,都市,社会,ビジョン,建築,生産,流通,システム,情報,化,技術,設計,コミュニケーション,高度,化,技術,建築,分野,情報,解析,理論,応用,調査,研究,募集,部門,論文,報告,2,6,月,1,日,(,木,),受け付け,開始,募集,カテゴリー,"
235,2017.05.08,"一般,社団,法人,日本,建設,業,連合,会,(,以下,日建,連,),2017,施工,CIM,事例,集,～,施工,CIM,解説,～,発行,Web,サイト,公開,開始,同書,日建,連,インフラ,再生,委員,会,技術,部会,部会,2016,年度,成果,事例,集,3,年,連続,発行,内容,日建,連,会員,企業,各種,工事,3,D,モデル,活用,施工,CIM,適用,事例,取りまとめ,効果,課題,抽出,成果,本編,CIM,導入,目的,効果,事例,2,ページ,単位,紹介,ほか,今回,施工,CIM,解説,事前,準備,モデル,作成,統合,モデル,作成,流れ,情報,一部,工,種,掲載,トンネル,橋梁,道路,工事,CIM,活用,事例,掲載,掲載,事例,25,社,49,事例,134,ページ,同書,日建,連,Web,サイト,無料,ダウンロード,可能,"
236,2017.05.09,"一般,社団,法人,buildingSMART,Japan,(,以下,bSJ,),建築,委員,会,１,回,BIMForum,施工,BIM×IoT,実現,スマート,建設,生産,システム,5,月,24,日,水,開催,施工,現場,生産,性,向上,BIM,ICT,活用,不可欠,近年,スマート,デバイス,現場,活用,加速,IoT,活用,期待,セミナー,施工,現場,IoT,活用,初め,一,歩,アイデア,複数,事例,紹介,スマート,建設,生産,システム,実現,考察,セミナー,bSJ,理事,建築,委員,会,委員,長,鹿島建設,矢島,和美,氏,講演,ほか,マイクロソフト,NEC,はじめ,IoT,活用,リード,さまざま,ソリューション,企業,講演,予定,プログラム,NEC,IoT,標準,化,動向,解説,製造,業,"
